name,M,A,R1,R2,R3,E_gap
C74H73N5O6Zn,ZnP,2CarboxyPropenA,DTBP,MOTPA,DTBP,3.429074346360494
C62H42N6O4SZn,ZnP,EthenThPCyanoAcryl,Ph,MOTPA,Ph,3.399604502631746
C56H45N5O2SZn,ZnP,EthenThPCyanoAcryl,Ph,DTBP,Ph,4.195690369806016
C50H35F5N4O10Zn,ZnP,2CarboxyPropenA,TMP,FPh,TMP,4.002512161768891
C65H30F10N4O4Zn,ZnP,EthynTPhEPhA,FPh,DMP,FPh,3.7704585385624796
C72H55N7O4Zn,ZnP,2CarboxyPropenA,DTA,TPA,DTA,3.1263090468152086
C71H42F10N4O2Zn,ZnP,EthynTPhEPhA,FPh,DTBP,FPh,3.8657110493041955
C51H38N4O9Zn,ZnP,2CarboxyPropenA,DMP,EthynPhM,DMP,3.8546649773492163
C66H32F10N4O5Zn,ZnP,EthynTPhEPhA,FPh,TMP,FPh,3.663840489941208
C48H24F5N5O2SZn,ZnP,EthenThPCyanoAcryl,Ph,FPh,Ph,4.328338525959907
C82H70N4O3Zn,ZnP,EthynTPhEPhA,DTBP,EthynPhM,DTBP,3.679078234833014
C97H71N7O8Zn,ZnP,EthynPhEPhA,MOTPA,MOTPA,MOTPA,3.0800926761917253
C51H31N5O3SZn,ZnP,EthenThPCyanoAcryl,Ph,EthynPhM,Ph,4.044618682506439
C48H30F5N5O6Zn,ZnP,2CyanoPropenA,DMP,FPh,DMP,4.101857138528544
C95H67N7O6Zn,ZnP,EthynPhEPhA,MOTPA,TPA,MOTPA,3.1667011772278784
C58H56N4O10Zn,ZnP,2CarboxyPropenA,TMP,DTBP,TMP,3.9644102502098804
C63H21F15N4O2Zn,ZnP,EthynTPhEPhA,FPh,FPh,FPh,3.874540503967978
C52H37N5O6SZn,ZnP,EthenThPCyanoAcryl,DMP,Ph,DMP,4.006939945573208
C66H28F10N4O3Zn,ZnP,EthynTPhEPhA,FPh,EthynPhM,FPh,3.72118135649373
C54H41N5O8SZn,ZnP,EthenThPCyanoAcryl,DMP,DMP,DMP,3.9397607058485846
C50H40N4O10Zn,ZnP,2CarboxyPropenA,TMP,Ph,TMP,3.9996516893276066
C71H35F10N5O2Zn,ZnP,EthynTPhEPhA,FPh,DTA,FPh,3.485183848788438
C74H52N6O5Zn,ZnP,EthynPhA,TPA,TMP,TPA,3.879706972747954
C52H32F5N5O6SZn,ZnP,EthenThPCyanoAcryl,DMP,FPh,DMP,4.027577372134147
C52H44N4O12Zn,ZnP,2CarboxyPropenA,TMP,DMP,TMP,3.922385688832719
C71H46N6O2Zn,ZnP,EthynPhA,TPA,Ph,TPA,3.7674922704250093
C55H39N5O7SZn,ZnP,EthenThPCyanoAcryl,DMP,EthynPhM,DMP,3.864528378783689
C73H50N6O4Zn,ZnP,EthynPhA,TPA,DMP,TPA,3.852588962126788
C83H70N6O6Zn,ZnP,EthynPhA,MOTPA,DTBP,MOTPA,3.5049517158522576
C71H66N6O4SZn,ZnP,EthynBTDPhA,DTBP,DMP,DTBP,3.9540459979124307
C55H43N5O9SZn,ZnP,EthenThPCyanoAcryl,DMP,TMP,DMP,3.7934066070785093
C74H48N6O3Zn,ZnP,EthynPhA,TPA,EthynPhM,TPA,3.6698547891437556
C64H46N6O6SZn,ZnP,EthenThPCyanoAcryl,DMP,TPA,DMP,3.5564350505521816
C56H27F10N5O4Zn,ZnP,2CarboxyPropenA,FPh,TPA,FPh,3.7055849360040156
C56H38N6O2SZn,ZnP,EthenThPCyanoAcryl,Ph,DTA,Ph,3.597798573856835
C60H53N5O6SZn,ZnP,EthenThPCyanoAcryl,DMP,DTBP,DMP,3.9797356103463244
C93H81N5O4Zn,ZnP,EthynTPhEPhA,DTBP,MOTPA,DTBP,3.3512144774376793
C62H49N5O10Zn,ZnP,2CarboxyPropenA,TMP,TPA,TMP,3.6006290589111813
C75H54N6O6Zn,ZnP,EthynPhA,MOTPA,Ph,MOTPA,3.500175901332341
C75H35F10N5O2Zn,ZnP,EthynTPhEPhA,FPh,TPA,FPh,3.453937431037957
C77H39F10N5O4Zn,ZnP,EthynTPhEPhA,FPh,MOTPA,FPh,3.314156080081375
C77H64N8O2SZn,ZnP,EthynBTDPhA,DTA,DTBP,DTA,3.4236879863564127
C72H54N8O5SZn,ZnP,EthynBTDPhA,DTA,TMP,DTA,3.3638822097532284
C68H46N6O4Zn,ZnP,2CarboxyPropenA,TPA,Ph,TPA,3.4065671203908323
C60H46N6O4Zn,ZnP,2CarboxyPropenA,DTA,Ph,DTA,3.3555490917426596
C72H68N6O5SZn,ZnP,EthynBTDPhA,DTBP,TMP,DTBP,3.8215272424172326
C79H59N7O2Zn,ZnP,EthynPhEPhA,DTA,DTA,DTA,3.2739869614766803
C60H46N6O6SZn,ZnP,EthenThPCyanoAcryl,DMP,DTA,DMP,3.6067644666680962
C64H53N5O12Zn,ZnP,2CarboxyPropenA,TMP,MOTPA,TMP,3.3986708442344025
C66H50N6O8SZn,ZnP,EthenThPCyanoAcryl,DMP,MOTPA,DMP,3.3859180705252356
C70H50N6O6Zn,ZnP,2CarboxyPropenA,TPA,DMP,TPA,3.3940736282970647
C68H55N7O4Zn,ZnP,2CarboxyPropenA,DTA,DTA,DTA,3.1233444806841817
C77H58N6O8Zn,ZnP,EthynPhA,MOTPA,DMP,MOTPA,3.4874178012718176
C80H70N6O8Zn,ZnP,2CarboxyPropenA,MOTPA,DTBP,MOTPA,3.1138577573221937
C54H41N5O8SZn,ZnP,EthenThPCyanoAcryl,TMP,Ph,TMP,3.786431274568713
C82H59N7O6Zn,ZnP,2CarboxyPropenA,TPA,MOTPA,TPA,3.1260427809844487
C81H71N7O2SZn,ZnP,EthynBTDPhA,DTBP,TPA,DTBP,3.6078502946711524
C72H47N7O2SZn,ZnP,EthenThPCyanoAcryl,TPA,Ph,TPA,3.8017901579654563
C57H43N5O9SZn,ZnP,EthenThPCyanoAcryl,TMP,EthynPhM,TMP,3.6694440801123847
C56H45N5O10SZn,ZnP,EthenThPCyanoAcryl,TMP,DMP,TMP,3.7228752800010625
C71H52N6O7Zn,ZnP,2CarboxyPropenA,TPA,TMP,TPA,3.3976832157389936
C57H47N5O11SZn,ZnP,EthenThPCyanoAcryl,TMP,TMP,TMP,3.6549261214205444
C68H41F5N6O4Zn,ZnP,2CarboxyPropenA,TPA,FPh,TPA,3.345852036682345
C71H48N6O5Zn,ZnP,2CarboxyPropenA,TPA,EthynPhM,TPA,3.2996815839761666
C81H57N9O2SZn,ZnP,EthynBTDPhA,DTA,TPA,DTA,3.203187981966721
C76H62N6O4Zn,ZnP,2CarboxyPropenA,TPA,DTBP,TPA,3.3896145648872107
C63H52N6O7Zn,ZnP,2CarboxyPropenA,DTA,TMP,DTA,3.2977171659591704
C54H36F5N5O8SZn,ZnP,EthenThPCyanoAcryl,TMP,FPh,TMP,3.7738639584407565
C80H55N7O4Zn,ZnP,2CarboxyPropenA,TPA,TPA,TPA,3.2313395666639053
C72H54N6O8Zn,ZnP,2CarboxyPropenA,MOTPA,Ph,MOTPA,3.0843913075780165
C48H19F10N5O2SZn,ZnP,EthenThPCyanoAcryl,FPh,Ph,FPh,4.368730939084799
C83H61N9O4SZn,ZnP,EthynBTDPhA,DTA,MOTPA,DTA,3.0354612082544463
C76H55N7O4Zn,ZnP,2CarboxyPropenA,TPA,DTA,TPA,3.158772392808828
C64H61N5O2SZn,ZnP,EthenThPCyanoAcryl,DTBP,Ph,DTBP,4.154163667420562
C66H50N6O8SZn,ZnP,EthenThPCyanoAcryl,TMP,TPA,TMP,3.466924002221276
C72H49F5N6O8Zn,ZnP,2CarboxyPropenA,MOTPA,FPh,MOTPA,3.003083040261572
C50H23F10N5O4SZn,ZnP,EthenThPCyanoAcryl,FPh,DMP,FPh,4.156863151124526
C72H77N5O2SZn,ZnP,EthenThPCyanoAcryl,DTBP,DTBP,DTBP,4.116593191165975
C74H59N7O6Zn,ZnP,2CarboxyPropenA,DTA,MOTPA,DTA,2.969112414882943
C75H56N6O9Zn,ZnP,2CarboxyPropenA,MOTPA,EthynPhM,MOTPA,3.003930735326662
C83H75N7O4SZn,ZnP,EthynBTDPhA,DTBP,MOTPA,DTBP,3.465529823718498
C64H56F5N5O2SZn,ZnP,EthenThPCyanoAcryl,DTBP,FPh,DTBP,4.182451345897221
C67H63N5O3SZn,ZnP,EthenThPCyanoAcryl,DTBP,EthynPhM,DTBP,3.9448135478172617
C48H14F15N5O2SZn,ZnP,EthenThPCyanoAcryl,FPh,FPh,FPh,4.401941910267055
C66H65N5O4SZn,ZnP,EthenThPCyanoAcryl,DTBP,DMP,DTBP,4.008050763485926
C62H57N5O8SZn,ZnP,EthenThPCyanoAcryl,TMP,DTBP,TMP,3.8482267076009293
C75H60N6O11Zn,ZnP,2CarboxyPropenA,MOTPA,TMP,MOTPA,3.084705461848216
C84H63N7O8Zn,ZnP,2CarboxyPropenA,MOTPA,TPA,MOTPA,3.0001753443907546
C67H67N5O5SZn,ZnP,EthenThPCyanoAcryl,DTBP,TMP,DTBP,3.87949099952948
C51H21F10N5O3SZn,ZnP,EthenThPCyanoAcryl,FPh,EthynPhM,FPh,4.109169609176774
C74H58N6O10Zn,ZnP,2CarboxyPropenA,MOTPA,DMP,MOTPA,3.0559874112925627
C86H67N7O10Zn,ZnP,2CarboxyPropenA,MOTPA,MOTPA,MOTPA,2.936672403955299
C62H50N6O8SZn,ZnP,EthenThPCyanoAcryl,TMP,DTA,TMP,3.5125248562198976
C51H25F10N5O5SZn,ZnP,EthenThPCyanoAcryl,FPh,TMP,FPh,3.986359399972912
C60H28F10N6O2SZn,ZnP,EthenThPCyanoAcryl,FPh,TPA,FPh,3.6862189989992658
C56H35F10N5O2SZn,ZnP,EthenThPCyanoAcryl,FPh,DTBP,FPh,4.281942183078172
C84H56N8O2SZn,ZnP,EthenThPCyanoAcryl,TPA,TPA,TPA,3.206531215482755
C72H42F5N7O2SZn,ZnP,EthenThPCyanoAcryl,TPA,FPh,TPA,3.312850660673348
C53H30N6O2SZn,ZnP,EthynBTDPhA,Ph,Ph,Ph,4.149204173683188
C75H49N7O3SZn,ZnP,EthenThPCyanoAcryl,TPA,EthynPhM,TPA,3.3119728539866173
C59H42N6O8SZn,ZnP,EthynBTDPhA,TMP,Ph,TMP,3.756086494721103
C80H63N7O8Zn,ZnP,2CarboxyPropenA,MOTPA,DTA,MOTPA,2.8886209935443503
C74H51N7O4SZn,ZnP,EthenThPCyanoAcryl,TPA,DMP,TPA,3.3149860862500873
C86H60N8O4SZn,ZnP,EthenThPCyanoAcryl,TPA,MOTPA,TPA,3.103436874876934
C64H47N7O2SZn,ZnP,EthenThPCyanoAcryl,DTA,Ph,DTA,3.2981588883064887
C68H54N6O10SZn,ZnP,EthenThPCyanoAcryl,TMP,MOTPA,TMP,3.3554855789233216
C72H70N6O2SZn,ZnP,EthenThPCyanoAcryl,DTBP,DTA,DTBP,3.6834327429438645
C53H25F5N6O2SZn,ZnP,EthynBTDPhA,Ph,FPh,Ph,4.188495598141458
C56H32N6O3SZn,ZnP,EthynBTDPhA,Ph,EthynPhM,Ph,3.957633426264465
C55H34N6O4SZn,ZnP,EthynBTDPhA,Ph,DMP,Ph,4.010700203836905
C84H71N7O6SZn,ZnP,EthenThPCyanoAcryl,MOTPA,DTBP,MOTPA,3.103179771811483
C75H53N7O5SZn,ZnP,EthenThPCyanoAcryl,TPA,TMP,TPA,3.3042885258158776
C56H28F10N6O2SZn,ZnP,EthenThPCyanoAcryl,FPh,DTA,FPh,3.7586813878131125
C56H36N6O5SZn,ZnP,EthynBTDPhA,Ph,TMP,Ph,3.8871972892502527
C76H70N6O2SZn,ZnP,EthenThPCyanoAcryl,DTBP,TPA,DTBP,3.5513480636080885
C57H38N6O6SZn,ZnP,EthynBTDPhA,DMP,Ph,DMP,3.9538804879368854
C61H46N6O2SZn,ZnP,EthynBTDPhA,Ph,DTBP,Ph,4.086672501628868
C80H63N7O2SZn,ZnP,EthenThPCyanoAcryl,TPA,DTBP,TPA,3.33589300543656
C59H42N6O8SZn,ZnP,EthynBTDPhA,DMP,DMP,DMP,3.8798532712077076
C66H51N7O4SZn,ZnP,EthenThPCyanoAcryl,DTA,DMP,DTA,3.2585680331440017
C67H49N7O3SZn,ZnP,EthenThPCyanoAcryl,DTA,EthynPhM,DTA,3.291408199259081
C62H32F10N6O4SZn,ZnP,EthenThPCyanoAcryl,FPh,MOTPA,FPh,3.4054696690775472
C76H55N7O6SZn,ZnP,EthenThPCyanoAcryl,MOTPA,Ph,MOTPA,3.085354346128952
C57H33F5N6O6SZn,ZnP,EthynBTDPhA,DMP,FPh,DMP,3.95995360703364
C78H74N6O4SZn,ZnP,EthenThPCyanoAcryl,DTBP,MOTPA,DTBP,3.36498841726484
C72H56N8O2SZn,ZnP,EthenThPCyanoAcryl,DTA,DTA,DTA,3.158738990181405
C60H44N6O9SZn,ZnP,EthynBTDPhA,DMP,TMP,DMP,3.78019445836685
C60H40N6O7SZn,ZnP,EthynBTDPhA,DMP,EthynPhM,DMP,3.8195660851546336
C78H59N7O8SZn,ZnP,EthenThPCyanoAcryl,MOTPA,DMP,MOTPA,3.0657206455119876
C61H46N6O10SZn,ZnP,EthynBTDPhA,TMP,DMP,TMP,3.701545315652652
C65H39N7O2SZn,ZnP,EthynBTDPhA,Ph,TPA,Ph,3.671530982258446
C67H53N7O5SZn,ZnP,EthenThPCyanoAcryl,DTA,TMP,DTA,3.23066671592494
C65H54N6O6SZn,ZnP,EthynBTDPhA,DMP,DTBP,DMP,3.9223122577307095
C62H44N6O9SZn,ZnP,EthynBTDPhA,TMP,EthynPhM,TMP,3.642927715173755
C59H37F5N6O8SZn,ZnP,EthynBTDPhA,TMP,FPh,TMP,3.744941149745955
C80H56N8O2SZn,ZnP,EthenThPCyanoAcryl,TPA,DTA,TPA,3.1105702431873397
C72H63N7O2SZn,ZnP,EthenThPCyanoAcryl,DTA,DTBP,DTA,3.239587108596652
C79H57N7O7SZn,ZnP,EthenThPCyanoAcryl,MOTPA,EthynPhM,MOTPA,3.0300989927014825
C76H50F5N7O6SZn,ZnP,EthenThPCyanoAcryl,MOTPA,FPh,MOTPA,3.0203982344443148
C61H39N7O2SZn,ZnP,EthynBTDPhA,Ph,DTA,Ph,3.6450214319684164
C67H58N6O8SZn,ZnP,EthynBTDPhA,TMP,DTBP,TMP,3.7241350941217206
C78H60N8O4SZn,ZnP,EthenThPCyanoAcryl,DTA,MOTPA,DTA,2.9528357777867313
C69H47N7O6SZn,ZnP,EthynBTDPhA,DMP,TPA,DMP,3.60256537816349
C88H64N8O6SZn,ZnP,EthenThPCyanoAcryl,MOTPA,TPA,MOTPA,2.9477536401459474
C67H43N7O4SZn,ZnP,EthynBTDPhA,Ph,MOTPA,Ph,3.500224062688517
C76H56N8O2SZn,ZnP,EthenThPCyanoAcryl,DTA,TPA,DTA,3.1086298681218523
C53H20F10N6O2SZn,ZnP,EthynBTDPhA,FPh,Ph,FPh,4.234611206652289
C90H68N8O8SZn,ZnP,EthenThPCyanoAcryl,MOTPA,MOTPA,MOTPA,2.9061587527819484
C62H48N6O11SZn,ZnP,EthynBTDPhA,TMP,TMP,TMP,3.6290071092156495
C77H49N5O4Zn,ZnP,EthynTPhEPhA,Ph,MOTPA,Ph,3.3511419473769593
C69H62N6O2SZn,ZnP,EthynBTDPhA,DTBP,Ph,DTBP,4.049244095487438
C71H51N7O8SZn,ZnP,EthynBTDPhA,TMP,TPA,TMP,3.603397429985989
C65H47N7O6SZn,ZnP,EthynBTDPhA,DMP,DTA,DMP,3.5671000279472764
C84H64N8O6SZn,ZnP,EthenThPCyanoAcryl,MOTPA,DTA,MOTPA,2.8811340105255567
C69H57F5N6O2SZn,ZnP,EthynBTDPhA,DTBP,FPh,DTBP,4.0851201135909605
C72H64N6O3SZn,ZnP,EthynBTDPhA,DTBP,EthynPhM,DTBP,3.8674132586994574
C77H78N6O2SZn,ZnP,EthynBTDPhA,DTBP,DTBP,DTBP,4.013956492530042
C71H51N7O8SZn,ZnP,EthynBTDPhA,DMP,MOTPA,DMP,3.453720842903408
C67H51N7O8SZn,ZnP,EthynBTDPhA,TMP,DTA,TMP,3.587665343935214
C53H15F15N6O2SZn,ZnP,EthynBTDPhA,FPh,FPh,FPh,4.259700604932732
C55H24F10N6O4SZn,ZnP,EthynBTDPhA,FPh,DMP,FPh,4.0581700629418265
C79H61N7O9SZn,ZnP,EthenThPCyanoAcryl,MOTPA,TMP,MOTPA,2.9831518579918566
C56H26F10N6O5SZn,ZnP,EthynBTDPhA,FPh,TMP,FPh,3.9104547104925587
C61H36F10N6O2SZn,ZnP,EthynBTDPhA,FPh,DTBP,FPh,4.166113717140661
C84H58N8O7SZn,ZnP,EthynBTDPhA,MOTPA,EthynPhM,MOTPA,3.0870651069590167
C80H50N8O3SZn,ZnP,EthynBTDPhA,TPA,EthynPhM,TPA,3.41406835270368
C77H71N7O2SZn,ZnP,EthynBTDPhA,DTBP,DTA,DTBP,3.6750335534654823
C77H43F5N8O2SZn,ZnP,EthynBTDPhA,TPA,FPh,TPA,3.493589852259447
C63H31F5N4O2Zn,ZnP,EthynTPhEPhA,Ph,FPh,Ph,3.870823778785052
C77H48N8O2SZn,ZnP,EthynBTDPhA,TPA,Ph,TPA,3.5299155576000203
C71H52N4O2Zn,ZnP,EthynTPhEPhA,Ph,DTBP,Ph,3.840510004905582
C80H54N8O5SZn,ZnP,EthynBTDPhA,TPA,TMP,TPA,3.517346917502323
C73H55N7O10SZn,ZnP,EthynBTDPhA,TMP,MOTPA,TMP,3.43016432755644
C63H37F5N4O6Zn,ZnP,EthynDPhEPhA,DMP,FPh,DMP,3.9616589040587087
C79H52N8O4SZn,ZnP,EthynBTDPhA,TPA,DMP,TPA,3.5026483598878713
C66H42N4O5Zn,ZnP,EthynTPhEPhA,Ph,TMP,Ph,3.6883320594438374
C65H29F10N7O2SZn,ZnP,EthynBTDPhA,FPh,TPA,FPh,3.66584158542355
C66H44N4O7Zn,ZnP,EthynDPhEPhA,DMP,EthynPhM,DMP,3.850636296290986
C69H48N8O2SZn,ZnP,EthynBTDPhA,DTA,Ph,DTA,3.390338620288844
C71H58N4O6Zn,ZnP,EthynDPhEPhA,DMP,DTBP,DMP,3.955489880627283
C66H48N4O9Zn,ZnP,EthynDPhEPhA,DMP,TMP,DMP,3.831071876304918
C61H29F10N7O2SZn,ZnP,EthynBTDPhA,FPh,DTA,FPh,3.6524460560186753
C69H43F5N8O2SZn,ZnP,EthynBTDPhA,DTA,FPh,DTA,3.3612109312425673
C67H33F10N7O4SZn,ZnP,EthynBTDPhA,FPh,MOTPA,FPh,3.483753475917183
C71H52N8O4SZn,ZnP,EthynBTDPhA,DTA,DMP,DTA,3.36939454213325
C85H64N8O2SZn,ZnP,EthynBTDPhA,TPA,DTBP,TPA,3.505435080530333
C89H57N9O2SZn,ZnP,EthynBTDPhA,TPA,TPA,TPA,3.313430438772457
C72H50N8O3SZn,ZnP,EthynBTDPhA,DTA,EthynPhM,DTA,3.361681506291575
C77H57N9O2SZn,ZnP,EthynBTDPhA,DTA,DTA,DTA,3.170322672133352
C85H57N9O2SZn,ZnP,EthynBTDPhA,TPA,DTA,TPA,3.2382764795490857
C91H61N9O4SZn,ZnP,EthynBTDPhA,TPA,MOTPA,TPA,3.1991135694333934
C71H43N5O2Zn,ZnP,EthynDPhEPhA,Ph,TPA,Ph,3.6906869803640348
C55H17F15N4O2Zn,ZnP,EthynPhEPhA,FPh,FPh,FPh,4.342133101643867
C71H51N5O6Zn,ZnP,EthynDPhEPhA,DMP,DTA,DMP,3.6333274184454467
C65H46N4O8Zn,ZnP,EthynDPhEPhA,TMP,Ph,TMP,3.8060725087990477
C58H24F10N4O3Zn,ZnP,EthynPhEPhA,FPh,EthynPhM,FPh,4.1271175844493655
C71H64N4O2Zn,ZnP,EthynPhEPhA,DTBP,Ph,DTBP,4.18084719472904
C71H45N5O2Zn,ZnP,EthynTPhEPhA,Ph,DTA,Ph,3.469781501685816
C81H56N8O6SZn,ZnP,EthynBTDPhA,MOTPA,Ph,MOTPA,3.159977101368895
C63H36N4O2Zn,ZnP,EthynTPhEPhA,Ph,Ph,Ph,3.8604474830063964
C67H50N4O10Zn,ZnP,EthynDPhEPhA,TMP,DMP,TMP,3.7590866039790853
C66H38N4O3Zn,ZnP,EthynTPhEPhA,Ph,EthynPhM,Ph,3.7137530742035096
C63H38F10N4O2Zn,ZnP,EthynPhEPhA,FPh,DTBP,FPh,4.265271818178235
C83H52N6O2Zn,ZnP,EthynDPhEPhA,TPA,Ph,TPA,3.804229624406389
C77H55N5O8Zn,ZnP,EthynDPhEPhA,DMP,MOTPA,DMP,3.5162628616278653
C73H68N4O4Zn,ZnP,EthynPhEPhA,DTBP,DMP,DTBP,4.080057296711175
C67H44N4O6Zn,ZnP,EthynTPhEPhA,DMP,Ph,DMP,3.7447353355901214
C89H72N8O6SZn,ZnP,EthynBTDPhA,MOTPA,DTBP,MOTPA,3.1438665410175872
C65H40N4O4Zn,ZnP,EthynTPhEPhA,Ph,DMP,Ph,3.7758807783930024
C81H51F5N8O6SZn,ZnP,EthynBTDPhA,MOTPA,FPh,MOTPA,3.0492607861216356
C83H60N8O8SZn,ZnP,EthynBTDPhA,MOTPA,DMP,MOTPA,3.1270255620825083
C69H48N4O8Zn,ZnP,EthynTPhEPhA,DMP,DMP,DMP,3.693457185876241
C84H62N8O9SZn,ZnP,EthynBTDPhA,MOTPA,TMP,MOTPA,3.1450623402997735
C95H69N9O8SZn,ZnP,EthynBTDPhA,MOTPA,MOTPA,MOTPA,2.944317755009706
C70H50N4O9Zn,ZnP,EthynTPhEPhA,DMP,TMP,DMP,3.623337763119366
C67H39F5N4O6Zn,ZnP,EthynTPhEPhA,DMP,FPh,DMP,3.7373783943955914
C87H60N6O6Zn,ZnP,EthynDPhEPhA,MOTPA,Ph,MOTPA,3.2204757829465507
C75H60N4O6Zn,ZnP,EthynTPhEPhA,DMP,DTBP,DMP,3.7364959005242326
C89H65N9O6SZn,ZnP,EthynBTDPhA,MOTPA,DTA,MOTPA,2.9547963703714686
C93H65N9O6SZn,ZnP,EthynBTDPhA,MOTPA,TPA,MOTPA,3.0348062729538015
C70H46N4O7Zn,ZnP,EthynTPhEPhA,DMP,EthynPhM,DMP,3.6429712985186598
C95H76N6O6Zn,ZnP,EthynDPhEPhA,MOTPA,DTBP,MOTPA,3.2911697763436223
C77H55N5O8Zn,ZnP,EthynDPhEPhA,TMP,TPA,TMP,3.643354526614985
C86H58N6O5Zn,ZnP,EthynDPhEPhA,TPA,TMP,TPA,3.568443680094333
C90H66N6O9Zn,ZnP,EthynDPhEPhA,MOTPA,TMP,MOTPA,3.226716115309955
C83H73N5O2Zn,ZnP,EthynPhEPhA,DTBP,TPA,DTBP,3.755277670895566
C90H62N6O7Zn,ZnP,EthynDPhEPhA,MOTPA,EthynPhM,MOTPA,3.147992077754452
C89H64N6O8Zn,ZnP,EthynDPhEPhA,MOTPA,DMP,MOTPA,3.201306772236194
C75H45N5O2Zn,ZnP,EthynTPhEPhA,Ph,TPA,Ph,3.4930563464423585
C79H59N5O10Zn,ZnP,EthynDPhEPhA,TMP,MOTPA,TMP,3.4934122658705746
C75H53N5O6Zn,ZnP,EthynTPhEPhA,DMP,DTA,DMP,3.478429732855602
C95H61N7O2Zn,ZnP,EthynDPhEPhA,TPA,TPA,TPA,3.3657775395063254
C87H55F5N6O6Zn,ZnP,EthynDPhEPhA,MOTPA,FPh,MOTPA,3.1339973418014324
C83H47F5N6O2Zn,ZnP,EthynDPhEPhA,TPA,FPh,TPA,3.4624013821791095
C85H56N6O4Zn,ZnP,EthynDPhEPhA,TPA,DMP,TPA,3.498915545418754
C71H45F5N6O2Zn,ZnP,EthynPhEPhA,DTA,FPh,DTA,3.4676660459513187
C101H73N7O8Zn,ZnP,EthynDPhEPhA,MOTPA,MOTPA,MOTPA,3.042011104855419
C79H53N5O6Zn,ZnP,EthynTPhEPhA,DMP,TPA,DMP,3.457743536324301
C69H48N4O8Zn,ZnP,EthynTPhEPhA,TMP,Ph,TMP,3.6007764078653963
C86H54N6O3Zn,ZnP,EthynDPhEPhA,TPA,EthynPhM,TPA,3.421895925833269
C97H65N7O4Zn,ZnP,EthynDPhEPhA,TPA,MOTPA,TPA,3.2551350037526845
C79H66N6O2Zn,ZnP,EthynPhEPhA,DTA,DTBP,DTA,3.504912192163715
C81H57N5O8Zn,ZnP,EthynTPhEPhA,DMP,MOTPA,DMP,3.3324664930704557
C91H74N6O6Zn,ZnP,EthynPhEPhA,MOTPA,DTBP,MOTPA,3.2744029221451
C71H52N4O10Zn,ZnP,EthynTPhEPhA,TMP,DMP,TMP,3.5654521635327683
C99H69N7O6Zn,ZnP,EthynDPhEPhA,MOTPA,TPA,MOTPA,3.1013490875559455
C91H68N6O2Zn,ZnP,EthynDPhEPhA,TPA,DTBP,TPA,3.4849597673380686
C69H43F5N4O8Zn,ZnP,EthynTPhEPhA,TMP,FPh,TMP,3.5747252794432143
C74H52N6O3Zn,ZnP,EthynPhEPhA,DTA,EthynPhM,DTA,3.426443089961708
C77H64N4O8Zn,ZnP,EthynTPhEPhA,TMP,DTBP,TMP,3.5912199149851176
C72H50N4O9Zn,ZnP,EthynTPhEPhA,TMP,EthynPhM,TMP,3.512100211729148
C85H62N6O8Zn,ZnP,EthynPhEPhA,MOTPA,DMP,MOTPA,3.2873811810795814
C72H54N4O11Zn,ZnP,EthynTPhEPhA,TMP,TMP,TMP,3.512837681000292
C79H68N4O2Zn,ZnP,EthynTPhEPhA,DTBP,Ph,DTBP,3.8212772498786762
C91H61N7O2Zn,ZnP,EthynDPhEPhA,TPA,DTA,TPA,3.2716907007211375
C91H62N6O6Zn,ZnP,EthynTPhEPhA,MOTPA,Ph,MOTPA,3.0716702220506704
C90H56N6O3Zn,ZnP,EthynTPhEPhA,TPA,EthynPhM,TPA,3.3298393785175904
C81H72N4O4Zn,ZnP,EthynTPhEPhA,DTBP,DMP,DTBP,3.747494636967076
C95H69N7O6Zn,ZnP,EthynDPhEPhA,MOTPA,DTA,MOTPA,3.0385242508737065
C82H74N4O5Zn,ZnP,EthynTPhEPhA,DTBP,TMP,DTBP,3.661278440699789
C91H57F5N6O6Zn,ZnP,EthynTPhEPhA,MOTPA,FPh,MOTPA,3.0475077401677027
C87H49F5N6O2Zn,ZnP,EthynTPhEPhA,TPA,FPh,TPA,3.3510548234139605
C93H66N6O8Zn,ZnP,EthynTPhEPhA,MOTPA,DMP,MOTPA,3.087629252690249
C99H63N7O2Zn,ZnP,EthynTPhEPhA,TPA,TPA,TPA,3.238284673157068
C94H64N6O7Zn,ZnP,EthynTPhEPhA,MOTPA,EthynPhM,MOTPA,3.012975901727259
C81H57N5O8Zn,ZnP,EthynTPhEPhA,TMP,TPA,TMP,3.4555558622096214
C87H54N6O2Zn,ZnP,EthynTPhEPhA,TPA,Ph,TPA,3.320687909973458
C87H77N5O2Zn,ZnP,EthynTPhEPhA,DTBP,DTA,DTBP,3.5109832517709947
C99H78N6O6Zn,ZnP,EthynTPhEPhA,MOTPA,DTBP,MOTPA,3.072761736920029
C91H67N7O6Zn,ZnP,EthynPhEPhA,MOTPA,DTA,MOTPA,3.0801407215276413
C77H57N5O8Zn,ZnP,EthynTPhEPhA,TMP,DTA,TMP,3.4186713551765706
C94H68N6O9Zn,ZnP,EthynTPhEPhA,MOTPA,TMP,MOTPA,3.07207718478935
C103H71N7O6Zn,ZnP,EthynTPhEPhA,MOTPA,TPA,MOTPA,2.9820686662767457
C105H75N7O8Zn,ZnP,EthynTPhEPhA,MOTPA,MOTPA,MOTPA,2.9100807891293243
